1,69.61560249,79
2,3.890752792,24
3,253.4430027,403
4,2.997398376,27
5,*,*
6,13.03291321,55
7,594.8367119,707
7,599.3864536,707
8,84.34700966,323
9,301.2526035,74
10,15.93565941,37
11,20.02644539,36
12,158.4413052,109
13,217.5400257,185
14,4335.035086,865
14,4459.369421,706
14,4396.42024,865
15,188.5282993,291
1, 67.89708137512207, 79
17, 25105.555295944214, 0
